,BID,BVH,CTG,FPT,GAS,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PNJ,REE,SBT,SSI,STB,TCH,VCB,VIC,VNM,VN30
2018-03-09,28509.0,83900.0,32400.0,26599.7,112000.0,15460.1,19165.3,13496.1,94100.0,27509.0,34228.0,26762.0,59216.1,38600.0,14515.3,19616.2,15400.0,16714.3,53831.0,85537.0,170020.0,1106.54
2018-03-12,29542.2,84600.0,33450.0,26513.3,116200.0,15585.8,19716.0,13617.0,95200.0,27722.0,33845.0,27778.0,58807.5,39900.0,13901.9,19414.0,15950.0,16262.6,54589.0,82645.0,168385.0,1106.97
2018-03-13,30001.5,83800.0,35700.0,25951.9,115000.0,15460.1,19826.2,13979.6,95000.0,27485.0,33463.0,27710.0,58330.8,39900.0,14842.4,19970.1,16100.0,16375.5,54589.0,84793.0,171655.0,1111.38
2018-03-14,29848.4,84200.0,35550.0,26254.2,118200.0,15535.5,19495.7,14019.8,94000.0,27248.0,33506.0,27439.0,58705.4,40800.0,15782.8,19818.5,16050.0,16375.5,55953.0,84711.0,174107.0,1115.0
2018-03-15,31914.8,83000.0,36600.0,26167.8,121000.0,15233.9,19495.7,14483.1,93000.0,26893.0,33506.0,27100.0,58569.1,41100.0,15823.7,19843.8,16150.0,16375.5,55953.0,82231.0,171818.0,1110.26
2018-03-16,32756.7,83000.0,36700.0,25951.9,128000.0,15133.3,19743.6,14503.3,92000.0,26869.0,33506.0,26626.0,61293.3,40200.0,15046.8,20728.5,16300.0,16413.1,56636.0,82397.0,174924.0,1112.93
2018-03-19,31914.8,87000.0,36300.0,26124.7,128500.0,15862.3,19605.9,14463.0,94300.0,27722.0,35799.0,26694.0,62110.5,39400.0,14637.9,20728.5,16050.0,15359.1,56333.0,86281.0,173290.0,1130.26
2018-03-20,32527.1,86100.0,36000.0,26470.1,126000.0,15460.1,20046.5,14664.4,100500.0,28433.0,35247.0,26829.0,61974.3,39300.0,15128.6,20753.8,16000.0,15208.5,56105.0,86116.0,170837.0,1134.19
2018-03-21,33292.4,90000.0,36200.0,26340.6,127200.0,15837.2,20294.3,14825.6,102400.0,28433.0,34610.0,26728.0,62314.8,39000.0,15169.5,20703.2,16250.0,15923.8,55726.0,89256.0,170837.0,1147.26
2018-03-22,33904.7,92000.0,35800.0,25951.9,133800.0,15786.9,20349.4,14503.3,103600.0,27982.0,35077.0,26694.0,62655.4,38700.0,14883.2,20374.6,16000.0,15472.0,54589.0,89256.0,170837.0,1144.58
2018-03-23,32412.3,87700.0,34950.0,25304.2,130900.0,15435.0,19716.0,14301.8,102000.0,27532.0,33761.0,26152.0,61633.8,37700.0,14229.0,20020.7,15750.0,15246.1,52997.0,90496.0,169202.0,1128.93
2018-03-26,34363.9,93000.0,35800.0,25563.3,129600.0,14806.5,19716.0,14422.7,109100.0,27248.0,33803.0,26558.0,63098.0,37700.0,14392.6,20324.0,15650.0,15886.1,54513.0,94050.0,170429.0,1146.73
2018-03-27,33751.6,93000.0,35800.0,25692.8,126800.0,14932.2,19771.1,14422.7,109000.0,27011.0,36160.0,26795.0,64187.7,38000.0,14229.0,20222.9,15500.0,15660.2,53831.0,93388.0,174107.0,1150.3
2018-03-28,34096.0,94000.0,35200.0,25433.8,127000.0,15057.9,20211.7,14261.6,110400.0,26821.0,36772.0,26931.0,67082.1,38600.0,14188.1,19970.1,15350.0,15810.8,53451.0,94628.0,172472.0,1151.09
2018-03-29,33675.1,93000.0,35000.0,25692.8,126500.0,15284.1,19991.4,14181.0,109500.0,26798.0,36883.0,27439.0,67422.6,37800.0,13983.7,19717.4,15250.0,15246.1,53831.0,95041.0,169202.0,1144.74
2018-03-30,33215.9,94500.0,34600.0,26211.0,131400.0,15183.6,19963.9,13979.6,113500.0,26727.0,38496.0,27642.0,70146.8,37700.0,14392.6,19717.4,15500.0,15585.0,53451.0,96859.0,165933.0,1153.08
2018-04-02,34440.4,97100.0,36200.0,26556.5,136100.0,14831.7,20376.9,14422.7,114600.0,26087.0,40054.0,27304.0,69601.9,38200.0,14229.0,20627.4,15800.0,15810.8,56105.0,101653.0,163235.0,1171.21
2018-04-03,34517.0,100500.0,36300.0,26426.9,133000.0,14706.0,20349.4,14785.3,113000.0,24405.0,42724.0,27337.0,68955.0,39500.0,14269.9,21335.2,15700.0,15886.1,56333.0,101074.0,158331.0,1160.97
2018-04-04,34287.4,101000.0,35900.0,26642.8,130000.0,14831.7,21533.4,14704.7,110000.0,24855.0,42836.0,27337.0,68580.4,39300.0,14269.9,21183.5,15600.0,15886.1,55726.0,105372.0,163481.0,1165.75
2018-04-05,33675.1,107200.0,35600.0,27204.2,129900.0,14781.4,21423.3,14785.3,109500.0,24973.0,43392.0,27507.0,68273.9,39150.0,14310.8,21183.5,15700.0,16375.5,55726.0,108264.0,161274.0,1169.12
2018-04-06,33675.1,107500.0,35700.0,27074.6,129800.0,15183.6,21561.0,14745.0,106800.0,24950.0,42557.0,29404.0,66060.5,39450.0,14760.6,21183.5,16100.0,16488.4,55726.0,109421.0,162009.0,1174.37
2018-04-09,33981.2,105500.0,37700.0,27376.9,129800.0,15284.1,21918.9,14825.6,107000.0,24499.0,40666.0,29336.0,62995.9,39350.0,14760.6,22396.9,16400.0,16940.2,55953.0,111488.0,161682.0,1177.68
2018-04-10,34823.1,107900.0,37300.0,27808.7,129500.0,15284.1,22056.6,14724.9,105000.0,23931.0,40332.0,28455.0,65720.0,39900.0,14515.3,21992.4,16200.0,16977.8,56484.0,108264.0,161028.0,1168.06
2018-04-11,34057.8,106800.0,35700.0,27204.2,126500.0,15208.7,22745.0,14181.0,98000.0,23646.0,40332.0,27642.0,63676.9,38500.0,14024.6,21133.0,15650.0,17166.0,53982.0,104132.0,160211.0,1137.2
2018-04-12,33981.2,106600.0,35700.0,27463.3,130500.0,15510.4,23130.5,14019.8,102000.0,24523.0,41055.0,27507.0,63438.6,38600.0,14147.3,21234.1,15600.0,17316.6,53755.0,104959.0,160456.0,1143.5
2018-04-13,32144.4,104200.0,34200.0,26772.4,128000.0,15384.7,23130.5,13335.0,102500.0,24973.0,41445.0,26626.0,63336.4,38150.0,14433.5,20880.2,15450.0,17843.6,51480.0,105455.0,159966.0,1134.21
2018-04-16,30613.7,103400.0,34000.0,26383.7,127300.0,15108.2,23130.5,13536.4,104300.0,25115.0,40555.0,27100.0,62893.7,37500.0,14719.7,20930.7,15500.0,17918.9,49964.0,106364.0,155307.0,1128.03
2018-04-17,32067.9,107000.0,34800.0,26772.4,128000.0,15007.6,23130.5,13899.0,104000.0,24926.0,39442.0,28116.0,61804.1,38100.0,15251.2,21234.1,15800.0,18822.4,50798.0,107438.0,150811.0,1130.32
2018-04-18,30766.8,102000.0,33550.0,26772.4,129300.0,14831.7,22910.2,13556.5,100000.0,24405.0,38830.0,27778.0,59590.7,38000.0,14883.2,20981.3,15500.0,18709.5,49130.0,107355.0,153263.0,1115.7
2018-04-19,29083.0,95000.0,31600.0,26211.0,129300.0,14328.9,22745.0,12851.5,93000.0,23220.0,38830.0,27270.0,56185.5,37200.0,14678.8,20526.3,15000.0,18671.8,46249.0,99917.0,153263.0,1066.09
2018-04-20,30192.8,99000.0,33500.0,26470.1,134000.0,14781.4,22524.7,13234.2,96200.0,24191.0,38830.0,28116.0,58705.4,37600.0,15128.6,21234.1,15450.0,18822.4,48523.0,101653.0,152037.0,1089.45
2018-04-23,28088.1,96000.0,31200.0,25045.1,124700.0,13976.9,21010.2,12327.8,95000.0,25352.0,38830.0,27032.0,59250.2,36100.0,14556.1,19767.9,14400.0,18596.5,45187.0,101818.0,149094.0,1055.37
2018-04-24,29083.0,100000.0,30350.0,24354.2,128800.0,14077.5,20376.9,12307.6,95800.0,25401.0,39498.0,27032.0,59250.2,36000.0,14556.1,18908.4,14150.0,18897.7,45491.0,104959.0,147133.0,1053.99
2018-04-26,27935.0,93000.0,28250.0,23749.7,119800.0,13449.0,20101.5,11481.8,89200.0,24223.0,36772.0,22337.7,56866.6,34550.0,14269.9,17593.9,13350.0,18860.0,44126.0,104959.0,147950.0,1018.97
2018-04-27,27628.9,92000.0,29300.0,24613.3,111500.0,13524.5,20101.5,12045.8,91800.0,24511.0,34213.0,22848.1,58228.6,35900.0,14801.5,18200.6,13850.0,20177.6,45491.0,104132.0,151220.0,1027.97
2018-05-02,25715.5,87000.0,27250.0,24613.3,103700.0,13675.3,19027.6,11804.1,93400.0,24391.0,32377.0,21884.6,58228.6,35800.0,15046.8,17593.9,13300.0,21570.5,44126.0,103306.0,150811.0,1012.84
2018-05-03,25792.1,89800.0,29000.0,25045.1,96500.0,13650.1,18697.2,12186.8,92000.0,24415.0,30152.0,21815.8,57888.1,35900.0,15087.7,17695.1,13700.0,21721.1,45187.0,101653.0,151220.0,1010.35
2018-05-04,24873.7,87100.0,28500.0,25390.6,98000.0,13574.7,18587.0,12368.1,91500.0,24391.0,28928.0,22022.2,58228.6,35600.0,14924.1,17315.9,13450.0,22737.5,44732.0,102893.0,150402.0,1010.89
2018-05-07,26595.7,92000.0,30450.0,25736.0,103500.0,14077.5,18807.3,12972.4,96500.0,25953.0,29985.0,22435.2,62280.8,36450.0,14842.4,18402.9,13950.0,22474.0,47083.0,102975.0,155307.0,1048.03
2018-05-08,27169.7,96500.0,30400.0,25476.9,103000.0,14328.9,18559.5,12690.4,97000.0,25376.0,31543.0,22435.2,62348.9,36400.0,14310.8,18099.5,13650.0,22059.9,46249.0,102397.0,151301.0,1047.83
2018-05-09,26787.0,94000.0,30000.0,25217.9,107500.0,14328.9,19440.7,12569.5,95000.0,25449.0,31487.0,21953.4,62144.6,36100.0,14310.8,18099.5,13500.0,21344.6,45112.0,101570.0,151220.0,1046.39
2018-05-10,25026.7,95400.0,28000.0,25174.7,105000.0,13876.4,19110.2,11904.8,94000.0,24031.0,31153.0,21678.1,60271.7,35500.0,14106.4,17341.2,12900.0,21532.8,42837.0,99587.0,147133.0,1019.69
2018-05-11,26021.7,94000.0,29400.0,25692.8,111100.0,14002.1,19110.2,12307.6,93900.0,24752.0,30875.0,21609.3,62314.8,35750.0,14637.9,17492.8,13100.0,21834.0,43898.0,102479.0,145498.0,1030.79
2018-05-14,26251.3,95900.0,29500.0,26599.7,118000.0,14027.2,19220.4,12488.9,98000.0,25232.0,30041.0,21678.1,63405.7,36300.0,14719.7,17695.1,13100.0,22361.0,44202.0,109091.0,145498.0,1051.45
2018-05-15,26480.9,102000.0,29850.0,26513.3,118600.0,13926.7,19468.2,12488.9,96200.0,25665.0,29762.0,21540.5,63064.8,36800.0,14392.6,17947.9,13100.0,22398.7,44505.0,109091.0,143863.0,1055.49
2018-05-16,25409.4,98300.0,29100.0,26124.7,119700.0,13574.7,19661.0,12206.9,92900.0,25232.0,29262.0,21471.7,62042.1,36200.0,14065.5,17442.3,13050.0,22963.3,43216.0,107438.0,138223.0,1034.3
2018-05-17,25256.3,93900.0,29200.0,26167.8,116000.0,13323.3,19550.8,12045.8,87000.0,24800.0,29262.0,21334.0,61701.3,36200.0,14065.5,16987.3,12750.0,22248.1,43064.0,101653.0,134872.0,1007.09
2018-05-18,25218.1,97000.0,29450.0,26254.2,115000.0,13549.6,19523.3,12206.9,92500.0,25473.0,29484.0,21299.6,61701.3,36200.0,14269.9,16683.9,12750.0,22059.9,42837.0,101653.0,139858.0,1022.21
2018-05-21,24108.3,90300.0,28800.0,26340.6,108500.0,13373.6,19495.7,11924.9,89000.0,26506.0,28928.0,21299.6,61360.4,35800.0,14188.1,16178.3,12600.0,21081.1,42230.0,94545.0,135689.0,997.21
2018-05-22,22424.6,84000.0,27100.0,25779.2,105900.0,12694.9,18642.1,11602.6,85000.0,26194.0,28038.0,20645.8,60303.6,34000.0,13820.2,15192.5,12000.0,20441.1,40487.0,87934.0,132419.0,958.95
2018-05-23,23304.7,87000.0,28000.0,26167.8,113300.0,12996.5,18724.7,11804.1,85000.0,27155.0,27927.0,20611.4,61019.5,34200.0,13901.9,15773.9,12150.0,20667.0,41321.0,85124.0,136752.0,968.54
2018-05-24,22692.4,86000.0,27350.0,25692.8,113200.0,13172.5,18504.4,11783.9,84500.0,27323.0,28149.0,20645.8,61019.5,33300.0,13411.3,15394.7,12050.0,20704.6,40411.0,86033.0,137324.0,960.55
2018-05-25,21200.0,86000.0,26150.0,24911.0,105300.0,13097.1,18504.4,11360.9,83500.0,26434.0,28928.0,20645.8,59315.0,32500.0,12511.7,14914.4,11650.0,20667.0,37909.0,88430.0,135689.0,936.32
2018-05-28,19745.9,82000.0,24350.0,23178.9,98000.0,12242.4,17210.2,10595.5,80000.0,24583.0,28372.0,20542.6,55190.2,30800.0,11653.1,13903.3,10850.0,20441.1,35483.0,91736.0,134872.0,898.0
2018-05-29,21123.5,83400.0,26050.0,24146.9,96000.0,13072.0,18063.8,11320.6,80000.0,25232.0,29540.0,20645.8,56247.0,32600.0,11694.0,14863.9,11600.0,20704.6,37909.0,90909.0,137814.0,924.9
2018-05-30,21123.5,84900.0,25650.0,23153.5,89300.0,13273.1,17898.6,11099.0,80000.0,24752.0,28260.0,20611.4,55224.3,32000.0,11734.9,15141.9,11500.0,20742.3,39425.0,91736.0,135280.0,918.64
2018-05-31,22386.3,86500.0,27100.0,23433.7,90400.0,14102.6,18256.6,11723.5,81000.0,25521.0,28372.0,20714.7,56928.8,32950.0,12062.0,16178.3,11750.0,21005.8,41017.0,95868.0,134218.0,947.31
2018-06-01,22730.7,90700.0,27450.0,23662.9,92500.0,14328.9,18339.2,11783.9,83900.0,26194.0,28705.0,20852.3,58190.1,33100.0,12266.4,16355.3,11750.0,21231.7,43216.0,98347.0,137487.0,969.15
2018-06-04,23343.0,94900.0,27950.0,24070.4,92300.0,15083.0,18229.1,12267.4,84200.0,26194.0,28984.0,21127.6,58974.1,33900.0,12920.6,16886.1,12550.0,21608.1,44960.0,99174.0,143046.0,996.67
2018-06-05,23266.4,94900.0,28400.0,24350.6,98700.0,14831.7,18201.5,12267.4,85400.0,26650.0,28984.0,21162.0,61019.5,34300.0,12879.7,16936.7,12900.0,21344.6,44429.0,100083.0,145931.0,1007.32
2018-06-06,24337.9,95100.0,28950.0,24707.2,102900.0,15284.1,18532.0,12307.6,85500.0,28476.0,29039.0,22228.7,63030.7,34950.0,12757.1,17138.9,13300.0,20779.9,44808.0,102562.0,144282.0,1022.72
2018-06-07,23878.7,95900.0,28350.0,24350.6,99600.0,15560.7,18532.0,12448.7,87300.0,27972.0,30319.0,22091.1,62383.0,34300.0,13002.4,16860.9,13000.0,20817.6,44505.0,102645.0,146178.0,1026.75
2018-06-08,24108.3,95900.0,28550.0,24427.0,97500.0,15409.8,18532.0,12388.2,86000.0,29077.0,30041.0,21884.6,62621.7,34300.0,13002.4,17189.5,12900.0,20817.6,45263.0,102645.0,145931.0,1025.87
2018-06-11,23725.6,95900.0,28050.0,24197.8,97200.0,15233.9,18311.7,12206.9,85000.0,29486.0,29762.0,21609.3,62042.1,34000.0,12920.6,17214.8,12600.0,19500.0,44732.0,102727.0,148487.0,1024.85
2018-06-12,22654.2,93400.0,27400.0,23586.5,92200.0,14957.3,17898.6,11864.5,82400.0,28861.0,29818.0,21609.3,60678.6,33400.0,12348.2,16987.3,12800.0,18182.4,43974.0,102810.0,149229.0,1008.76
2018-06-13,22692.4,92500.0,27450.0,23841.2,96600.0,15274.1,17898.6,11884.6,83500.0,29462.0,29651.0,21540.5,59485.5,33500.0,12102.9,17164.2,12800.0,17053.1,45415.0,105785.0,149229.0,1018.59
2018-06-14,21659.2,87000.0,26800.0,23739.3,94000.0,14992.5,17898.6,11522.1,84500.0,29558.0,29262.0,21471.7,60849.0,33000.0,12266.4,16481.7,12550.0,17693.1,44050.0,104132.0,148404.0,1004.31
2018-06-15,22195.0,85500.0,27100.0,23688.4,95900.0,15133.3,17843.6,11844.3,85000.0,29750.0,29484.0,21953.4,60849.0,33200.0,11939.3,16936.7,12400.0,16601.4,44732.0,102066.0,148404.0,1005.04
2018-06-18,20893.9,86000.0,25850.0,23128.0,88004.0,14147.9,17623.3,11280.3,84000.0,28356.0,28761.0,21850.2,57781.0,31500.0,11980.2,15799.2,12000.0,17166.0,42837.0,101983.0,142386.0,970.35
2018-06-19,20511.2,82000.0,25400.0,22669.5,85071.0,13496.8,17017.5,11078.9,80000.0,27635.0,27982.0,21334.0,54201.6,31400.0,12511.7,15672.8,11700.0,16751.9,42837.0,101653.0,137109.0,945.11
2018-06-20,21429.6,83000.0,26150.0,23128.0,89960.0,14077.5,17210.2,11240.0,81000.0,27828.0,28038.0,22022.2,54713.0,31750.0,12470.9,15925.6,12000.0,17015.5,44050.0,103306.0,139170.0,966.86
2018-06-21,20511.2,81000.0,25350.0,22618.6,87124.0,13813.5,17265.3,10917.7,81000.0,27395.0,27927.0,21334.0,52667.6,31400.0,12184.6,15622.2,11700.0,16149.6,43216.0,102479.0,140160.0,955.75
2018-06-22,21046.9,85000.0,25900.0,22924.2,88689.0,14411.8,17265.3,11240.0,81000.0,28092.0,28093.0,21540.5,53690.3,31400.0,13002.4,15976.1,12000.0,17279.0,44505.0,101488.0,146756.0,973.05
2018-06-25,21582.7,86700.0,26350.0,22975.2,88982.0,14605.4,17155.1,11360.9,83000.0,29053.0,28205.0,21540.5,52923.3,31900.0,12757.1,16001.4,12150.0,17166.0,45036.0,102231.0,147745.0,982.09
2018-06-26,21276.5,84000.0,26000.0,22669.5,88004.0,14464.6,17182.7,11240.0,82500.0,28837.0,28093.0,21471.7,52258.5,31800.0,12798.0,15875.0,12000.0,16224.9,44960.0,102149.0,145024.0,973.9
2018-06-27,20511.2,83300.0,25000.0,22567.6,88200.0,13901.5,17182.7,10998.3,81000.0,28356.0,28149.0,21196.4,49599.6,31800.0,12757.1,15015.5,11800.0,16337.8,43974.0,103471.0,144282.0,961.29
2018-06-28,19822.4,81700.0,24300.0,21650.7,87300.0,13672.8,17072.5,10676.0,79000.0,27563.0,28205.0,21058.8,46173.6,31300.0,13084.2,14408.8,11550.0,16112.0,43898.0,107500.0,140160.0,947.03
2018-06-29,19898.9,81300.0,24250.0,21141.2,88500.0,13514.4,17072.5,10555.2,79000.0,27395.0,28372.0,21127.6,44486.2,31900.0,12675.3,14408.8,11550.0,16375.5,43974.0,107500.0,140160.0,947.55
2018-07-02,18942.2,77000.0,23100.0,20479.0,88400.0,13514.4,16962.4,10011.3,76000.0,25713.0,28427.0,20989.9,41418.2,30650.0,11816.6,13903.3,11100.0,16187.3,44050.0,107200.0,140984.0,930.12
2018-07-03,17641.2,73500.0,21500.0,19867.7,83000.0,12775.3,16521.8,9447.3,74000.0,24055.0,27815.0,19544.7,38861.5,29600.0,12021.1,13043.8,10350.0,15509.7,42458.0,99700.0,140160.0,891.97
2018-07-04,17526.4,71000.0,21900.0,20377.1,79500.0,13056.9,16521.8,9628.6,74100.0,25112.0,27871.0,19269.5,41571.6,30000.0,12021.1,13776.9,10300.0,15923.8,42155.0,105000.0,137686.0,900.89
2018-07-05,16531.4,70200.0,20500.0,20122.4,74000.0,12704.9,16246.4,9084.7,73900.0,24439.0,27815.0,17927.5,41571.6,30300.0,12021.1,13574.6,9720.0,16041.4,39425.0,106500.0,136038.0,883.77
2018-07-06,17679.4,75000.0,21900.0,20784.6,79100.0,12951.3,16356.6,9708.1,74000.0,25593.0,28928.0,16929.6,44230.6,30700.0,12184.6,14459.4,10400.0,16041.4,41700.0,106200.0,136862.0,905.62
2018-07-09,17832.5,74200.0,22100.0,20453.5,79500.0,12564.2,16356.6,9780.0,74200.0,25232.0,28427.0,17549.0,42185.2,30500.0,12511.7,14054.9,10400.0,16159.1,40942.0,105000.0,137686.0,898.73
2018-07-10,18100.4,72000.0,22350.0,20580.9,80000.0,12493.8,16191.4,9875.9,74200.0,25208.0,28093.0,17549.0,43719.2,30650.0,12511.7,13979.1,10400.0,16355.2,40259.0,103000.0,137686.0,897.96
2018-07-11,16914.1,71500.0,20900.0,19969.5,77800.0,12106.6,15971.1,9300.6,74000.0,24271.0,28149.0,17170.5,42185.2,29900.0,12266.4,13144.9,10000.0,16080.6,38819.0,104500.0,137686.0,881.14
2018-07-12,17602.9,72500.0,21800.0,19765.8,79000.0,11877.9,16026.2,9684.2,74000.0,24511.0,28260.0,17342.5,42031.8,29650.0,12307.3,13195.5,10150.0,16041.4,39728.0,103000.0,138758.0,883.87
2018-07-13,17985.6,74300.0,22600.0,20682.7,81800.0,12529.0,16218.9,9971.8,74900.0,25232.0,28594.0,17480.2,43463.6,30200.0,12389.1,13878.0,10450.0,16080.6,41548.0,103000.0,137109.0,899.45
2018-07-16,18483.0,75600.0,22800.0,20835.6,81200.0,12493.8,16466.7,10259.5,74200.0,25761.0,28817.0,17480.2,46173.6,30350.0,12470.9,13802.1,10500.0,16080.6,41624.0,102500.0,138511.0,904.18
2018-07-17,19057.0,73000.0,24000.0,21345.0,79000.0,12704.9,16521.8,10714.9,74500.0,26914.0,28984.0,17376.9,48014.5,30700.0,12389.1,14054.9,10750.0,16512.1,42306.0,104000.0,138428.0,915.53
2018-07-18,20013.7,73900.0,24900.0,21854.4,83000.0,13092.1,16632.0,11074.5,76000.0,27155.0,30486.0,17893.1,49088.3,32800.0,12348.2,14762.7,11200.0,16943.5,43595.0,105000.0,139335.0,935.42
2018-07-19,19745.9,75500.0,24400.0,21650.7,84200.0,13092.1,16632.0,10834.8,79100.0,27707.0,31042.0,17858.7,48065.6,33400.0,12348.2,14611.1,11000.0,17178.8,43064.0,105000.0,140572.0,941.09
2018-07-20,19439.7,71000.0,24700.0,21192.2,82700.0,12916.1,16632.0,11170.3,79100.0,27275.0,30819.0,17858.7,48628.1,32700.0,12021.1,14737.5,11000.0,17649.5,43064.0,103600.0,139748.0,926.5
2018-07-23,18980.5,72755.0,23600.0,21395.9,84600.0,13004.1,16576.9,10954.6,79100.0,27371.0,31988.0,17824.2,49088.3,34000.0,12430.0,14231.9,11750.0,17531.8,42913.0,104000.0,140160.0,931.31
2018-07-24,18980.5,73051.0,23550.0,21497.8,84800.0,12458.6,16576.9,10834.8,80500.0,27011.0,31709.0,17308.1,47605.4,33550.0,12920.6,13852.7,11400.0,18433.9,43216.0,104500.0,140077.0,923.53
2018-07-25,18062.1,74038.0,22800.0,21599.7,83700.0,12493.8,16576.9,10547.1,81000.0,26554.0,32099.0,17308.1,47042.9,33600.0,13247.7,13397.7,11200.0,18943.8,41927.0,104400.0,140077.0,915.68
2018-07-26,18444.8,73051.0,23000.0,21676.1,83100.0,12845.7,16521.8,10786.8,81000.0,26434.0,33434.0,17308.1,46020.2,33900.0,13247.7,14004.4,11250.0,20002.7,42989.0,106000.0,141396.0,921.33
2018-07-27,18980.5,72953.0,23400.0,22058.2,84800.0,13127.3,17017.5,11026.5,81300.0,27347.0,33935.0,18030.7,47809.9,34000.0,13370.4,14105.5,11200.0,19689.0,42837.0,106400.0,139170.0,927.19
2018-07-30,20128.5,74038.0,23850.0,22058.2,86900.0,13039.3,17017.5,11266.2,81400.0,27876.0,33712.0,18099.5,49548.5,34500.0,13738.4,14459.4,11500.0,19806.6,43444.0,106400.0,138923.0,939.6
2018-07-31,20128.5,77099.0,23600.0,21803.5,87800.0,13144.9,16576.9,11242.3,84200.0,28068.0,34491.0,18168.3,49343.9,35300.0,13656.6,14611.1,11450.0,20865.6,44353.0,106400.0,138676.0,944.38
2018-08-01,20128.5,77000.0,23200.0,21395.9,88700.0,13232.8,16576.9,11074.5,84200.0,27299.0,34491.0,17961.9,48065.6,34500.0,13493.1,14661.6,11300.0,21100.9,44429.0,106500.0,137604.0,939.31
2018-08-02,20052.0,76000.0,22950.0,21752.5,91000.0,13109.7,16521.8,11002.6,84200.0,27347.0,34213.0,17273.7,48832.6,35000.0,13329.5,14838.6,11050.0,21336.3,44732.0,106700.0,136038.0,937.86
2018-08-03,20319.9,78000.0,22850.0,21701.6,93600.0,12775.3,16521.8,11074.5,85000.0,27035.0,34491.0,17204.9,48832.6,34000.0,13493.1,14686.9,11050.0,21963.8,44353.0,111500.0,133234.0,941.12
2018-08-06,20549.5,76000.0,22850.0,21523.3,96100.0,12722.5,16521.8,10954.6,87400.0,26674.0,34380.0,17342.5,47809.9,33500.0,13329.5,14459.4,11150.0,21885.4,44732.0,111500.0,131833.0,939.84
2018-08-07,21008.7,77100.0,23050.0,21370.5,94000.0,12722.5,16191.4,10930.6,90000.0,26674.0,34658.0,17480.2,47094.1,33000.0,13288.6,14636.3,11150.0,22003.0,46628.0,110300.0,126144.0,936.92
2018-08-08,22348.0,79500.0,23950.0,21650.7,98000.0,12916.1,16301.5,11170.3,90000.0,27371.0,34992.0,17480.2,47817.8,34500.0,13329.5,14939.7,11350.0,22238.3,47083.0,108800.0,128205.0,945.89
2018-08-09,22080.2,82000.0,24050.0,21803.5,98200.0,12863.3,16356.6,11098.4,89900.0,27491.0,35047.0,17376.9,49627.1,33900.0,13084.2,14965.0,11300.0,22316.8,46476.0,104200.0,129442.0,943.91
2018-08-10,22883.8,84500.0,24250.0,21956.3,98700.0,13021.7,16356.6,11146.4,89000.0,27731.0,36160.0,17204.9,49627.1,34050.0,13247.7,15318.9,11250.0,22591.3,48144.0,104200.0,129607.0,948.32
2018-08-13,23343.0,83000.0,25750.0,22134.6,103000.0,13479.2,16301.5,11673.7,90900.0,27443.0,35882.0,17204.9,50402.5,34050.0,13247.7,15925.6,11800.0,22669.8,48372.0,102800.0,128700.0,960.02
2018-08-14,22960.3,82700.0,25300.0,22567.6,99206.0,13549.6,16274.0,11434.0,93500.0,28284.0,36382.0,17617.8,52728.8,35000.0,13493.1,15672.8,11600.0,22826.7,47614.0,103300.0,130349.0,965.6
2018-08-15,22424.6,80600.0,25200.0,22312.9,93128.0,13197.6,16191.4,11170.3,91500.0,27876.0,36271.0,17755.4,51178.0,34450.0,13901.9,15167.2,11400.0,22120.7,45946.0,101900.0,130678.0,947.82
2018-08-16,22960.3,81900.0,26150.0,22417.2,92638.0,13197.6,16026.2,11362.1,90000.0,28573.0,36271.0,17308.1,52211.9,34900.0,14392.6,15066.1,11400.0,21532.4,45946.0,102100.0,130761.0,950.18
2018-08-17,23802.2,84200.0,26000.0,22677.8,94304.0,13268.0,16026.2,11218.3,89600.0,28380.0,36438.0,17549.0,51178.0,34300.0,15005.9,15015.5,11200.0,22356.0,47007.0,102300.0,130678.0,949.23
2018-08-20,24031.8,84000.0,25700.0,22782.1,96265.0,13109.7,16026.2,10978.6,89900.0,29077.0,36327.0,17376.9,51643.2,34150.0,15292.1,14737.5,11150.0,22277.6,46552.0,102600.0,131998.0,945.65
2018-08-21,25256.3,83500.0,26500.0,22782.1,95579.0,13197.6,16026.2,11242.3,90300.0,29318.0,36327.0,17549.0,54279.7,34450.0,15701.0,15470.5,11200.0,22434.4,47538.0,103100.0,134389.0,955.27
2018-08-22,24873.7,87500.0,26250.0,22964.6,98030.0,13373.6,16136.3,11218.3,92000.0,29245.0,36104.0,17893.1,53711.0,35200.0,15701.0,15268.3,11450.0,22905.1,46931.0,103600.0,134389.0,959.63
2018-08-23,25294.6,91000.0,26100.0,23147.0,98422.0,13408.8,16191.4,11242.3,91200.0,29293.0,35604.0,18306.0,53659.3,36400.0,15701.0,15445.3,11400.0,23101.2,47462.0,104600.0,134636.0,960.94
2018-08-24,25562.5,88100.0,26100.0,23173.1,99500.0,13496.8,16411.7,11266.2,90600.0,29077.0,36160.0,18168.3,53711.0,36400.0,16150.8,15268.3,11300.0,22630.6,47007.0,104000.0,133729.0,960.42
2018-08-27,26021.7,90900.0,27200.0,23147.0,100200.0,13708.0,16714.6,11458.0,91200.0,29654.0,36215.0,18030.7,53245.8,36400.0,15782.8,15596.9,11400.0,22277.6,47841.0,104200.0,132162.0,966.55
